,Date image,no-data: 0,non-water: 1,water: 2
371,2018_11_01_training_r9,0,390,418334
372,2018_12_01_training_r9,0,3141,429001
373,2019_01_01_training_r9,0,9567,432457
374,2019_02_01_training_r9,0,88858,352859
375,2019_03_01_training_r9,0,2173,438778
376,2019_04_01_training_r9,0,570,435845
377,2019_05_01_training_r9,0,4621,408881
378,2019_06_01_training_r9,0,54248,340758
379,2019_07_01_training_r9,0,49936,266705
380,2019_08_01_training_r9,0,5689,355841
381,2019_09_01_training_r9,0,89201,275810
382,2019_10_01_training_r9,0,214,385599
383,2019_11_01_training_r9,0,23,411772
384,2019_12_01_training_r9,0,26324,405943
385,2020_01_01_training_r9,0,147274,294930
386,2020_02_01_training_r9,0,83671,349852
387,2020_03_01_training_r9,0,11751,436089
388,2020_04_01_training_r9,0,7281,435490
389,2020_05_01_training_r9,0,31982,397755
390,2020_06_01_training_r9,0,37314,347187
391,2020_07_01_training_r9,0,499999,1
392,2020_08_01_training_r9,0,347569,91942
393,2020_09_01_training_r9,0,50039,268455
394,2020_10_01_training_r9,0,3624,357128
395,2020_11_01_training_r9,0,251,404508
396,2020_12_01_training_r9,0,14326,413174
397,2021_01_01_training_r9,0,35587,404838
398,2021_02_01_training_r9,0,14078,430400
399,2021_03_01_training_r9,0,24,443203
400,2021_04_01_training_r9,0,5,436423
401,2021_05_01_training_r9,0,201352,239584
402,2021_06_01_training_r9,0,428237,53768
403,2021_07_01_training_r9,0,300774,126214
404,2021_08_01_training_r9,0,428425,39001
405,2021_09_01_training_r9,0,156775,246506
406,2021_10_01_training_r9,0,26280,368380
407,2021_11_01_training_r9,0,27,416860
408,2021_12_01_training_r9,0,4496,433929
