,Date image,no-data: 0,non-water: 1,water: 2
575,2001_10_01_training_r2,162905,202192,134903
577,2001_12_01_training_r2,20108,408670,71222
579,2002_02_01_training_r2,35046,407839,57115
581,2002_04_01_training_r2,31453,389219,79328
586,2002_09_01_training_r2,187044,153864,159092
591,2003_02_01_training_r2,82896,351346,65758
594,2003_05_01_training_r2,141415,274888,83697
600,2003_11_01_training_r2,33368,364243,102389
602,2004_01_01_training_r2,175573,263897,60530
603,2004_02_01_training_r2,73499,361179,65322
614,2005_01_01_training_r2,130186,283320,86494
615,2005_02_01_training_r2,41939,387356,70705
616,2005_03_01_training_r2,54745,360091,85164
622,2005_09_01_training_r2,124693,206308,168999
623,2005_10_01_training_r2,155637,253884,90479
626,2006_01_01_training_r2,142898,283242,73860
628,2006_03_01_training_r2,75176,367772,57052
637,2006_12_01_training_r2,43235,358540,98225
638,2007_01_01_training_r2,208621,214898,76481
639,2007_02_01_training_r2,152221,298105,49674
647,2007_10_01_training_r2,84003,303710,112287
648,2007_11_01_training_r2,35585,352311,112104
650,2008_01_01_training_r2,117158,306271,76571
653,2008_04_01_training_r2,30273,380684,89043
658,2008_09_01_training_r2,150409,147650,201941
660,2008_11_01_training_r2,21230,374634,104136
662,2009_01_01_training_r2,110580,321096,68324
663,2009_02_01_training_r2,34783,404258,60959
668,2009_07_01_training_r2,39914,285165,174921
672,2009_11_01_training_r2,221250,190630,88120
674,2010_01_01_training_r2,110961,328133,60906
675,2010_02_01_training_r2,120114,323704,56182
676,2010_03_01_training_r2,29717,415132,55151
677,2010_04_01_training_r2,148202,282738,69060
678,2010_05_01_training_r2,46509,320368,133123
681,2010_08_01_training_r2,194236,151514,154250
685,2010_12_01_training_r2,107895,311630,80475
687,2011_02_01_training_r2,96760,331704,71536
688,2011_03_01_training_r2,37471,410094,52435
689,2011_04_01_training_r2,32603,395431,71966
699,2012_02_01_training_r2,160945,288356,50699
701,2012_04_01_training_r2,111647,322002,66351
707,2012_10_01_training_r2,115506,208616,175878
708,2012_11_01_training_r2,90138,337819,72043
712,2013_03_01_training_r2,75543,384598,39859
713,2013_04_01_training_r2,122040,331657,46303
717,2013_08_01_training_r2,162261,215108,122631
718,2013_09_01_training_r2,18436,263609,217955
719,2013_10_01_training_r2,44568,340240,115192
723,2014_02_01_training_r2,47813,383170,69017
726,2014_05_01_training_r2,38321,366953,94726
730,2014_09_01_training_r2,95129,200389,204482
732,2014_11_01_training_r2,63374,354160,82466
733,2014_12_01_training_r2,29724,401637,68639
735,2015_02_01_training_r2,151901,306391,41708
737,2015_04_01_training_r2,56389,379132,64479
739,2015_06_01_training_r2,132354,270729,96917
740,2015_07_01_training_r2,50635,313886,135479
742,2015_09_01_training_r2,46008,235359,218633
745,2015_12_01_training_r2,129088,302482,68430
746,2016_01_01_training_r2,71296,368097,60607
750,2016_05_01_training_r2,223880,184388,91732
753,2016_08_01_training_r2,26713,213429,259858
754,2016_09_01_training_r2,180075,166178,153747
758,2017_01_01_training_r2,17837,419698,62465
762,2017_05_01_training_r2,49551,343648,106801
763,2017_06_01_training_r2,207820,184276,107904
765,2017_08_01_training_r2,214262,41505,244233
769,2017_12_01_training_r2,39850,376113,84037
778,2018_09_01_training_r2,43333,232811,223856
782,2019_01_01_training_r2,25174,407468,67358
783,2019_02_01_training_r2,201402,241400,57198
788,2019_07_01_training_r2,134800,139493,225707
789,2019_08_01_training_r2,154323,213890,131787
790,2019_09_01_training_r2,142241,200688,157071
793,2019_12_01_training_r2,43040,382954,74006
794,2020_01_01_training_r2,171930,260650,67420
795,2020_02_01_training_r2,67576,367983,64441
798,2020_05_01_training_r2,21653,396088,82259
799,2020_06_01_training_r2,203133,172899,123968
802,2020_09_01_training_r2,90728,200365,208907
803,2020_10_01_training_r2,26339,313637,160024
806,2021_01_01_training_r2,18819,409621,71560
807,2021_02_01_training_r2,93693,340602,65705
808,2021_03_01_training_r2,31333,414614,54053
815,2021_10_01_training_r2,18472,348904,132624
817,2021_12_01_training_r2,35023,392295,72682
819,1988_01_01_training_r3,18328,408710,72962
820,1988_02_01_training_r3,29645,402512,67843
831,1989_01_01_training_r3,66700,355092,78208
832,1989_02_01_training_r3,48780,381663,69557
834,1989_04_01_training_r3,27174,404431,68395
840,1989_10_01_training_r3,149740,201938,148322
843,1990_01_01_training_r3,128365,304415,67220
854,1990_12_01_training_r3,79017,349662,71321
856,1991_02_01_training_r3,122406,301241,76353
861,1991_07_01_training_r3,203183,137615,159202
866,1991_12_01_training_r3,31626,393468,74906
868,1992_02_01_training_r3,213925,222421,63654
887,1993_09_01_training_r3,43215,290619,166166
889,1993_11_01_training_r3,25886,382590,91524
901,1994_11_01_training_r3,147121,290606,62273
902,1994_12_01_training_r3,50444,375754,73802
903,1995_01_01_training_r3,124489,317635,57876
924,1996_10_01_training_r3,27289,319960,152751
927,1997_01_01_training_r3,22216,410685,67099
959,1999_09_01_training_r3,75384,229804,194812
964,2000_02_01_training_r3,117303,315828,66869
966,2000_04_01_training_r3,37253,402600,60147
967,2000_05_01_training_r3,73873,313883,112244
971,2000_09_01_training_r3,47775,270583,181642
976,2001_02_01_training_r3,210482,229556,59962
978,2001_04_01_training_r3,163051,280005,56944
984,2001_10_01_training_r3,146511,223618,129871
986,2001_12_01_training_r3,22454,411602,65944
988,2002_02_01_training_r3,25184,421407,53409
995,2002_09_01_training_r3,144967,198256,156777
1000,2003_02_01_training_r3,73149,367610,59241
1003,2003_05_01_training_r3,183762,241466,74772
1009,2003_11_01_training_r3,31358,369755,98887
1011,2004_01_01_training_r3,158419,284254,57327
1012,2004_02_01_training_r3,69677,369491,60832
1023,2005_01_01_training_r3,116909,303097,79994
1024,2005_02_01_training_r3,48620,385383,65997
1025,2005_03_01_training_r3,59948,359994,80058
1031,2005_09_01_training_r3,105830,227697,166473
1032,2005_10_01_training_r3,139986,268698,91316
1035,2006_01_01_training_r3,119907,309638,70455
1036,2006_02_01_training_r3,18404,411736,69860
1037,2006_03_01_training_r3,77121,367962,54917
1040,2006_06_01_training_r3,24534,319162,156304
1046,2006_12_01_training_r3,28354,374569,97077
1047,2007_01_01_training_r3,179700,248196,72104
1048,2007_02_01_training_r3,151761,299413,48826
1056,2007_10_01_training_r3,83692,304881,111427
1057,2007_11_01_training_r3,32107,358919,108974
1059,2008_01_01_training_r3,102930,322764,74306
1060,2008_02_01_training_r3,213059,220331,66610
1067,2008_09_01_training_r3,203978,123441,172581
1071,2009_01_01_training_r3,95305,337411,67284
1072,2009_02_01_training_r3,37779,402834,59387
1077,2009_07_01_training_r3,32608,293061,174331
1081,2009_11_01_training_r3,212376,198548,89076
1083,2010_01_01_training_r3,92441,346373,61186
1084,2010_02_01_training_r3,112438,331793,55769
1085,2010_03_01_training_r3,40557,403865,55578
1086,2010_04_01_training_r3,149210,280437,70353
1087,2010_05_01_training_r3,34783,326009,139208
1090,2010_08_01_training_r3,195058,151679,153263
1094,2010_12_01_training_r3,94631,322469,82900
1096,2011_02_01_training_r3,90862,336719,72419
1097,2011_03_01_training_r3,34618,411706,53676
1098,2011_04_01_training_r3,28866,398116,73018
1102,2011_08_01_training_r3,169428,159078,171494
1106,2011_12_01_training_r3,168514,281909,49577
1108,2012_02_01_training_r3,153107,294101,52792
1109,2012_03_01_training_r3,18577,431917,49506
1110,2012_04_01_training_r3,108851,322330,68819
1116,2012_10_01_training_r3,149216,203929,146855
1117,2012_11_01_training_r3,86321,340633,73046
1118,2012_12_01_training_r3,212111,219923,67966
1121,2013_03_01_training_r3,73857,385452,40691
1122,2013_04_01_training_r3,61180,381257,57563
1126,2013_08_01_training_r3,165639,211920,122441
1128,2013_10_01_training_r3,46535,338711,114754
1132,2014_02_01_training_r3,40380,394477,65143
1135,2014_05_01_training_r3,54143,351892,93965
1136,2014_06_01_training_r3,199684,194464,105852
1139,2014_09_01_training_r3,96042,200593,203365
1141,2014_11_01_training_r3,47801,368156,84043
1142,2014_12_01_training_r3,26629,404380,68991
1144,2015_02_01_training_r3,124700,330619,44681
1146,2015_04_01_training_r3,31701,398491,69808
1148,2015_06_01_training_r3,129397,272923,97680
1149,2015_07_01_training_r3,43637,319119,137244
1151,2015_09_01_training_r3,75301,226796,197903
1154,2015_12_01_training_r3,134399,295944,69657
1155,2016_01_01_training_r3,68988,368273,62739
1159,2016_05_01_training_r3,200985,199444,99571
1162,2016_08_01_training_r3,18725,223060,258215
1171,2017_05_01_training_r3,18552,371167,110281
1172,2017_06_01_training_r3,205201,185070,109729
1178,2017_12_01_training_r3,36481,374481,89038
1181,2018_03_01_training_r3,18396,414991,66613
1187,2018_09_01_training_r3,53018,228308,218674
1191,2019_01_01_training_r3,19219,414125,66656
1192,2019_02_01_training_r3,190498,250622,58880
1197,2019_07_01_training_r3,102569,167790,229641
1198,2019_08_01_training_r3,140761,220284,138955
1199,2019_09_01_training_r3,180794,176468,142738
1202,2019_12_01_training_r3,44656,381903,73441
1203,2020_01_01_training_r3,182945,248103,68952
1204,2020_02_01_training_r3,60447,373288,66265
1207,2020_05_01_training_r3,74392,352556,73052
1208,2020_06_01_training_r3,174647,197311,128042
1211,2020_09_01_training_r3,55698,232824,211478
1212,2020_10_01_training_r3,30295,311493,158212
1216,2021_02_01_training_r3,77613,355224,67163
1217,2021_03_01_training_r3,26627,416937,56436
1224,2021_10_01_training_r3,20784,345558,133658
1226,2021_12_01_training_r3,20012,404398,75590
1229,1988_02_01_training_r4,32406,399633,67961
1240,1989_01_01_training_r4,95624,324798,79578
1241,1989_02_01_training_r4,42905,388743,68352
1243,1989_04_01_training_r4,38068,393934,67998
1249,1989_10_01_training_r4,152778,203282,143940
1250,1989_11_01_training_r4,18299,389090,92611
1252,1990_01_01_training_r4,136832,296111,67057
1263,1990_12_01_training_r4,61929,364789,73282
1265,1991_02_01_training_r4,79402,344597,76001
1270,1991_07_01_training_r4,190084,149218,160698
1275,1991_12_01_training_r4,29853,397685,72462
1277,1992_02_01_training_r4,210045,227555,62400
1296,1993_09_01_training_r4,39505,298745,161750
1298,1993_11_01_training_r4,25381,382165,92454
1310,1994_11_01_training_r4,200046,245953,54001
1311,1994_12_01_training_r4,55203,367726,77071
1312,1995_01_01_training_r4,136042,302615,61343
1336,1997_01_01_training_r4,24315,405227,70458
1368,1999_09_01_training_r4,43746,253196,203058
1373,2000_02_01_training_r4,124353,300963,74684
1375,2000_04_01_training_r4,54873,382905,62222
1376,2000_05_01_training_r4,74576,308409,117015
1380,2000_09_01_training_r4,47233,269899,182868
1387,2001_04_01_training_r4,134255,301212,64533
1388,2001_05_01_training_r4,193111,237441,69448
1389,2001_06_01_training_r4,208510,178560,112930
1393,2001_10_01_training_r4,128268,234298,137434
1395,2001_12_01_training_r4,25782,404068,70150
1397,2002_02_01_training_r4,22710,418891,58399
1404,2002_09_01_training_r4,131982,213589,154429
1409,2003_02_01_training_r4,93322,343308,63370
1415,2003_08_01_training_r4,221349,125939,152712
1418,2003_11_01_training_r4,28444,366701,104855
1420,2004_01_01_training_r4,148086,290803,61111
1421,2004_02_01_training_r4,83877,353473,62650
1432,2005_01_01_training_r4,115545,309189,75266
1433,2005_02_01_training_r4,64353,368727,66920
1434,2005_03_01_training_r4,67532,356348,76120
1440,2005_09_01_training_r4,81728,247378,170894
1441,2005_10_01_training_r4,133939,273040,93021
1444,2006_01_01_training_r4,121992,307690,70318
1445,2006_02_01_training_r4,36945,394382,68673
1446,2006_03_01_training_r4,78121,366199,55680
1449,2006_06_01_training_r4,28535,307642,163823
1451,2006_08_01_training_r4,207524,183349,109127
1455,2006_12_01_training_r4,24433,377948,97619
1456,2007_01_01_training_r4,158162,270574,71264
1457,2007_02_01_training_r4,167455,282937,49608
1465,2007_10_01_training_r4,83187,303329,113484
1466,2007_11_01_training_r4,24587,364969,110444
1468,2008_01_01_training_r4,101105,323716,75179
1469,2008_02_01_training_r4,195139,235629,69232
1472,2008_05_01_training_r4,209704,178812,111484
1480,2009_01_01_training_r4,94867,334209,70924
1481,2009_02_01_training_r4,45371,390096,64533
1485,2009_06_01_training_r4,221302,191630,87068
1486,2009_07_01_training_r4,50150,278263,171587
1490,2009_11_01_training_r4,213878,194807,91315
1491,2009_12_01_training_r4,221661,198460,79879
1492,2010_01_01_training_r4,89255,345584,65161
1493,2010_02_01_training_r4,129227,310201,60572
1494,2010_03_01_training_r4,52970,384285,62745
1495,2010_04_01_training_r4,129061,290857,80082
1496,2010_05_01_training_r4,28868,321618,149514
1499,2010_08_01_training_r4,203476,144964,151560
1503,2010_12_01_training_r4,91610,322807,85583
1505,2011_02_01_training_r4,108679,319343,71978
1506,2011_03_01_training_r4,29180,410471,60349
1507,2011_04_01_training_r4,21772,398915,79313
1511,2011_08_01_training_r4,62784,226488,210728
1515,2011_12_01_training_r4,85314,350656,64030
1517,2012_02_01_training_r4,168914,273219,57867
1518,2012_03_01_training_r4,25271,418490,56239
1519,2012_04_01_training_r4,102334,322132,75534
1525,2012_10_01_training_r4,147606,222981,129413
1526,2012_11_01_training_r4,102026,322592,75382
1527,2012_12_01_training_r4,198651,229644,71705
1530,2013_03_01_training_r4,71179,383237,45584
1531,2013_04_01_training_r4,30108,398461,71431
1535,2013_08_01_training_r4,161359,215887,122754
1537,2013_10_01_training_r4,33646,343808,122546
1541,2014_02_01_training_r4,44382,387929,67689
1544,2014_05_01_training_r4,66214,336871,96915
1545,2014_06_01_training_r4,151214,233663,115123
1548,2014_09_01_training_r4,83849,213413,202738
1550,2014_11_01_training_r4,41140,371301,87559
1551,2014_12_01_training_r4,24863,402180,72957
1553,2015_02_01_training_r4,115279,332750,51971
1555,2015_04_01_training_r4,22089,400288,77623
1557,2015_06_01_training_r4,118700,277912,103388
1558,2015_07_01_training_r4,36382,324495,139123
1560,2015_09_01_training_r4,147204,190234,162562
1563,2015_12_01_training_r4,145604,277136,77260
1564,2016_01_01_training_r4,72433,358894,68673
1568,2016_05_01_training_r4,152169,238181,109650
1571,2016_08_01_training_r4,36517,220622,242861
1580,2017_05_01_training_r4,38073,350801,111126
1581,2017_06_01_training_r4,224374,163199,112427
1584,2017_09_01_training_r4,200633,145733,153634
1587,2017_12_01_training_r4,29772,378517,91711
1589,2018_02_01_training_r4,18607,410086,71307
1590,2018_03_01_training_r4,19470,408912,71618
1596,2018_09_01_training_r4,60984,230719,208297
1600,2019_01_01_training_r4,17620,412234,70146
1601,2019_02_01_training_r4,196112,239358,64530
1606,2019_07_01_training_r4,69488,202150,228362
1607,2019_08_01_training_r4,93831,259755,146414
1611,2019_12_01_training_r4,45779,378503,75718
1612,2020_01_01_training_r4,195635,232700,71665
1613,2020_02_01_training_r4,74330,356196,69474
1616,2020_05_01_training_r4,128872,301722,69406
1617,2020_06_01_training_r4,135367,225889,138744
1620,2020_09_01_training_r4,45273,247729,206998
1621,2020_10_01_training_r4,32069,312624,155307
1625,2021_02_01_training_r4,62201,366317,71482
1633,2021_10_01_training_r4,20557,344293,135150
1649,1989_01_01_training_r5,130165,284042,85746
1652,1989_04_01_training_r5,120387,333887,45628
1658,1989_10_01_training_r5,92639,247319,159931
1659,1989_11_01_training_r5,20509,386022,93419
1661,1990_01_01_training_r5,150623,279511,69794
1664,1990_04_01_training_r5,165076,264389,70405
1670,1990_10_01_training_r5,27108,338768,134020
1672,1990_12_01_training_r5,51988,373234,74691
1674,1991_02_01_training_r5,21172,409415,69396
1679,1991_07_01_training_r5,111735,185995,201990
1684,1991_12_01_training_r5,26152,399334,74452
1686,1992_02_01_training_r5,178884,251080,69963
1689,1992_05_01_training_r5,20343,343965,135647
1705,1993_09_01_training_r5,72327,261582,165911
1707,1993_11_01_training_r5,24838,383479,91620
1720,1994_12_01_training_r5,73961,345762,80240
1721,1995_01_01_training_r5,133925,303364,62660
1722,1995_02_01_training_r5,223236,214640,62087
1745,1997_01_01_training_r5,27060,404732,68159
1777,1999_09_01_training_r5,40513,238908,220489
1779,1999_11_01_training_r5,18571,376204,105163
1782,2000_02_01_training_r5,57697,371149,71136
1784,2000_04_01_training_r5,80089,359493,60357
1785,2000_05_01_training_r5,110450,276390,113096
1789,2000_09_01_training_r5,34397,260680,204886
1791,2000_11_01_training_r5,21908,387766,90287
1796,2001_04_01_training_r5,76298,337628,86023
1797,2001_05_01_training_r5,19893,380185,99917
1802,2001_10_01_training_r5,154221,214375,131167
1809,2002_05_01_training_r5,65571,345244,89122
1813,2002_09_01_training_r5,160490,199746,139538
1818,2003_02_01_training_r5,65803,365185,68988
1819,2003_03_01_training_r5,163972,276204,59739
1827,2003_11_01_training_r5,18994,366444,114525
1829,2004_01_01_training_r5,85774,346478,67688
1830,2004_02_01_training_r5,78102,353098,68766
1833,2004_05_01_training_r5,21281,347132,131576
1841,2005_01_01_training_r5,127735,293231,78971
1842,2005_02_01_training_r5,45576,369318,85091
1843,2005_03_01_training_r5,93421,309790,96747
1845,2005_05_01_training_r5,67785,297749,134367
1846,2005_06_01_training_r5,158916,223042,117893
1849,2005_09_01_training_r5,69638,256801,173445
1850,2005_10_01_training_r5,122195,281981,95672
1853,2006_01_01_training_r5,90055,328798,81117
1854,2006_02_01_training_r5,45811,370745,83427
1855,2006_03_01_training_r5,98604,337290,64102
1858,2006_06_01_training_r5,78044,239657,182159
1860,2006_08_01_training_r5,127050,253683,119102
1864,2006_12_01_training_r5,17588,377869,104505
1865,2007_01_01_training_r5,63262,357134,79580
1866,2007_02_01_training_r5,116218,327506,56214
1873,2007_09_01_training_r5,159543,148046,192207
1874,2007_10_01_training_r5,98253,290806,110935
1875,2007_11_01_training_r5,25186,360750,114027
1876,2007_12_01_training_r5,192425,245903,61597
1877,2008_01_01_training_r5,84751,336032,79182
1878,2008_02_01_training_r5,114210,293531,92233
1881,2008_05_01_training_r5,83442,291297,125179
1887,2008_11_01_training_r5,41096,352354,106503
1889,2009_01_01_training_r5,51684,363450,84830
1890,2009_02_01_training_r5,35845,386675,77473
1894,2009_06_01_training_r5,186261,226126,87532
1895,2009_07_01_training_r5,214891,169525,115422
1899,2009_11_01_training_r5,152690,264983,82241
1900,2009_12_01_training_r5,144765,280783,74355
1901,2010_01_01_training_r5,48276,382009,69673
1902,2010_02_01_training_r5,98516,330415,71033
1903,2010_03_01_training_r5,81437,352249,66286
1904,2010_04_01_training_r5,55440,333373,111134
1912,2010_12_01_training_r5,35047,369610,95306
1913,2011_01_01_training_r5,112636,306621,80700
1914,2011_02_01_training_r5,87172,318412,94392
1915,2011_03_01_training_r5,36471,395985,67513
1916,2011_04_01_training_r5,63138,360708,76144
1920,2011_08_01_training_r5,21796,272345,205799
1924,2011_12_01_training_r5,107439,332163,60330
1926,2012_02_01_training_r5,138361,304253,57325
1927,2012_03_01_training_r5,40902,398303,60779
1928,2012_04_01_training_r5,102175,321861,75958
1929,2012_05_01_training_r5,209307,210231,80321
1934,2012_10_01_training_r5,115195,250678,134024
1935,2012_11_01_training_r5,163166,268115,68591
1936,2012_12_01_training_r5,183300,247682,68931
1937,2013_01_01_training_r5,178583,245353,75992
1939,2013_03_01_training_r5,83805,366607,49584
1944,2013_08_01_training_r5,106985,269548,123442
1950,2014_02_01_training_r5,27892,388934,83163
1953,2014_05_01_training_r5,84615,313737,101642
1954,2014_06_01_training_r5,144066,239305,116504
1957,2014_09_01_training_r5,103964,206473,189384
1959,2014_11_01_training_r5,38684,366892,94412
1960,2014_12_01_training_r5,19333,400804,79819
1962,2015_02_01_training_r5,50355,388173,61425
1963,2015_03_01_training_r5,25869,421617,52475
1965,2015_05_01_training_r5,46795,353478,99710
1966,2015_06_01_training_r5,141290,258613,99995
1972,2015_12_01_training_r5,81876,337870,80228
1973,2016_01_01_training_r5,65019,358004,76942
1977,2016_05_01_training_r5,102663,280812,116407
1980,2016_08_01_training_r5,41146,203585,255159
1986,2017_02_01_training_r5,26316,407380,66294
1989,2017_05_01_training_r5,151926,260336,87660
1993,2017_09_01_training_r5,70638,260749,168548
1998,2018_02_01_training_r5,19594,392455,87936
2000,2018_04_01_training_r5,19880,396846,83260
2004,2018_08_01_training_r5,202868,182065,114893
2005,2018_09_01_training_r5,46208,255928,197814
2010,2019_02_01_training_r5,171214,251445,77317
2015,2019_07_01_training_r5,67485,187471,244953
2020,2019_12_01_training_r5,58802,360788,80355
2021,2020_01_01_training_r5,198374,229866,71709
2022,2020_02_01_training_r5,77025,350793,72134
2025,2020_05_01_training_r5,221670,230977,47294
2026,2020_06_01_training_r5,55216,295498,149243
2029,2020_09_01_training_r5,46491,239579,213866
2033,2021_01_01_training_r5,26916,393219,79813
2034,2021_02_01_training_r5,24386,401555,74047
2042,2021_10_01_training_r5,21424,342451,136102
2046,1988_01_01_training_r6,17604,404727,77638
2058,1989_01_01_training_r6,125879,287119,86954
2061,1989_04_01_training_r6,140018,313884,45995
2067,1989_10_01_training_r6,86739,245045,168058
2068,1989_11_01_training_r6,22098,380852,96984
2070,1990_01_01_training_r6,150271,276441,73212
2073,1990_04_01_training_r6,218563,209884,71421
2079,1990_10_01_training_r6,30037,333102,136761
2081,1990_12_01_training_r6,35877,386924,77108
2088,1991_07_01_training_r6,164552,132726,202431
2093,1991_12_01_training_r6,27131,395511,77289
2095,1992_02_01_training_r6,186487,241459,71973
2098,1992_05_01_training_r6,23467,338737,137739
